data,anno,id_pratica,id_cliente,filiale,filiale_brand_prevalente,venditore,venditore_brand_prevalente,categoria_prodotto,data_prima_immatricolazione,anzianita_mesi,km_attuali,canale,giacenza_giorni,giacenza_fascia,over150_flag,fascia_prezzo,sconto_applicato_eur,marca,modello,importo_fattura,finanziamento,tipo_prodotto_fi,istituto_finanziario,durata_mesi,importo_finanziato,tipo_cliente,pacchetto_assicurativo,estensione_garanzia,margine_servizi_eur,margine_ferro_eur,margine_totale_eur
2024-05-15,2024,PR-24-05415,CL-24-105415,Filiale 6,MINI,VEND_Filiale6_05,Hyundai,USATO,2020-12-26,40,31740,Remarketing,72,1-90,NO,<=60000,153,Hyundai,i20,35833,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,60.0,30270,Privato,SI,SI,2567,3693,6260
2025-03-20,2025,PR-25-06582,CL-25-106582,Filiale 3,Mercedes,VEND_Filiale3_05,BMW,NUOVO,2025-03-15,0,82,Showroom,18,1-90,NO,<=60000,357,BMW,X5,34947,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,48.0,19887,Privato,SI,NO,2263,968,3231
2024-04-11,2024,PR-24-05416,CL-24-105416,Filiale 4,Mercedes,VEND_Filiale4_02,Mercedes,NUOVO,2024-03-18,0,145,Showroom,21,1-90,NO,<=60000,596,Mercedes,GLC,58312,NO,,,,0,Privato,NO,NO,0,3231,3231
2025-11-05,2025,PR-25-06583,CL-25-106583,Filiale 8,KIA,VEND_Filiale8_01,KIA,USATO,2024-06-06,16,14859,Showroom,2,1-90,NO,<=60000,329,KIA,Niro,33094,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,24.0,18428,Azienda,SI,SI,2857,3177,6034
2025-12-30,2025,PR-25-06584,CL-25-106584,Filiale 8,KIA,VEND_Filiale8_02,KIA,USATO,2024-03-01,21,21945,Showroom,79,1-90,NO,<=60000,575,Hyundai,i30,25143,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,72.0,16751,Azienda,SI,SI,2816,1664,4480
2025-01-13,2025,PR-25-06585,CL-25-106585,Filiale 1,BMW,VEND_Filiale1_06,BMW,KM0,2024-09-28,3,3566,Showroom,24,1-90,NO,>60000,2769,BMW,Serie 2,90149,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,72.0,52600,Azienda,SI,SI,2863,2859,5722
2025-04-18,2025,PR-25-06586,CL-25-106586,Filiale 7,KIA,VEND_Filiale7_01,KIA,NUOVO,2025-03-10,1,125,Showroom,18,1-90,NO,<=60000,873,KIA,Niro,59159,NO,,,,0,Privato,SI,SI,1512,1813,3325
2025-03-20,2025,PR-25-06587,CL-25-106587,Filiale 5,MINI,VEND_Filiale5_04,Hyundai,USATO,2024-01-04,14,14328,Showroom,159,>=150,SI,<=60000,1816,Hyundai,Tucson,31472,SI,FINANZIAMENTO,FIN_AUTO_ONE,24.0,21398,Privato,SI,NO,2087,678,2765
2025-01-22,2025,PR-25-06588,CL-25-106588,Filiale 7,KIA,VEND_Filiale7_01,KIA,USATO,2022-09-18,28,26076,Web,16,1-90,NO,<=60000,479,KIA,Sorento,19008,SI,FINANZIAMENTO,FIN_AUTO_ONE,48.0,10576,Privato,SI,SI,2630,1423,4053
2024-10-26,2024,PR-24-05417,CL-24-105417,Filiale 10,Hyundai,VEND_Filiale10_01,Hyundai,NUOVO,2024-09-11,1,14,Showroom,36,1-90,NO,>60000,954,Hyundai,Tucson,62525,SI,RENTING,FIN_MOBILITY,36.0,47768,Privato,SI,NO,914,3474,4388
2025-08-18,2025,PR-25-06589,CL-25-106589,Filiale 3,Mercedes,VEND_Filiale3_05,BMW,KM0,2025-07-02,1,463,B2B,95,90-150,NO,>60000,1227,Mercedes,Classe C,104239,NO,,,,0,Azienda,SI,NO,1030,5334,6364
2024-09-25,2024,PR-24-05418,CL-24-105418,Filiale 1,BMW,VEND_Filiale1_05,BMW,NUOVO,2024-09-21,0,17,Showroom,11,1-90,NO,<=60000,451,BMW,X3,59643,NO,,,,0,Azienda,NO,SI,442,3128,3570
2025-12-22,2025,PR-25-06590,CL-25-106590,Filiale 3,Mercedes,VEND_Filiale3_04,Mercedes,NUOVO,2025-10-25,1,126,Remarketing,17,1-90,NO,>60000,845,Mercedes,Classe B,105874,SI,RENTING,FIN_MOBILITY,48.0,68513,Privato,NO,NO,837,7615,8452
2025-10-09,2025,PR-25-06591,CL-25-106591,Filiale 1,BMW,VEND_Filiale1_01,BMW,NUOVO,2025-09-09,1,136,Showroom,7,1-90,NO,<=60000,3,Hyundai,Tucson,57645,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,48.0,43783,Privato,NO,SI,1152,3482,4634
2024-01-02,2024,PR-24-05419,CL-24-105419,Filiale 5,MINI,VEND_Filiale5_01,MINI,NUOVO,2023-12-03,0,145,B2B,4,1-90,NO,<=60000,901,MINI,Cooper S,52476,SI,LEASING,FIN_LEASE_GROUP,36.0,34385,Privato,NO,SI,1304,1968,3272
2025-04-26,2025,PR-25-06592,CL-25-106592,Filiale 6,MINI,VEND_Filiale6_02,MINI,NUOVO,2025-04-07,0,117,Web,14,1-90,NO,<=60000,663,MINI,Cooper SE,56332,NO,,,,0,Azienda,NO,NO,0,3506,3506
2024-07-31,2024,PR-24-05420,CL-24-105420,Filiale 1,BMW,VEND_Filiale1_05,BMW,NUOVO,2024-07-05,0,168,Showroom,18,1-90,NO,>60000,438,BMW,Serie 2,94107,NO,,,,0,Privato,NO,NO,138,7105,7243
2025-12-08,2025,PR-25-06593,CL-25-106593,Filiale 5,MINI,VEND_Filiale5_01,MINI,NUOVO,2025-10-17,1,86,Lead,1,1-90,NO,<=60000,466,MINI,Cooper SE,28724,SI,RENTING,FIN_MOBILITY,60.0,22149,Privato,NO,SI,972,1676,2648
2025-10-26,2025,PR-25-06594,CL-25-106594,Filiale 2,BMW,VEND_Filiale2_03,BMW,NUOVO,2025-10-20,0,152,Showroom,31,1-90,NO,>60000,1014,BMW,X5,83798,SI,LEASING,FIN_LEASE_GROUP,48.0,67037,Privato,SI,SI,3126,4477,7603
2024-12-11,2024,PR-24-05421,CL-24-105421,Filiale 4,Mercedes,VEND_Filiale4_05,MINI,KM0,2024-09-21,2,1056,Web,50,1-90,NO,<=60000,1126,MINI,Cooper S,48050,SI,RENTING,FIN_MOBILITY,36.0,43226,Privato,SI,SI,1955,1442,3397
2025-02-24,2025,PR-25-06595,CL-25-106595,Filiale 4,Mercedes,VEND_Filiale4_03,Mercedes,USATO,2021-08-24,42,30985,Remarketing,109,90-150,NO,>60000,3391,Mercedes,Classe B,70064,NO,,,,0,Privato,NO,NO,0,1202,1202
2024-06-09,2024,PR-24-05422,CL-24-105422,Filiale 2,BMW,VEND_Filiale2_05,BMW,NUOVO,2024-05-23,0,18,Showroom,31,1-90,NO,<=60000,45,BMW,Serie 3,46263,NO,,,,0,Privato,SI,SI,2149,1968,4117
2025-03-14,2025,PR-25-06596,CL-25-106596,Filiale 10,Hyundai,VEND_Filiale10_01,Hyundai,NUOVO,2025-02-28,0,106,Showroom,20,1-90,NO,<=60000,298,Hyundai,Santa Fe,57562,SI,MAXIRATA,FIN_AUTO_ONE,48.0,34354,Privato,NO,SI,1811,2366,4177
2025-12-24,2025,PR-25-06597,CL-25-106597,Filiale 9,Hyundai,VEND_Filiale9_01,Hyundai,USATO,2021-08-31,51,69681,Showroom,45,1-90,NO,<=60000,534,Hyundai,Tucson,23161,NO,,,,0,Privato,SI,SI,1573,849,2422
2024-03-27,2024,PR-24-05423,CL-24-105423,Filiale 5,MINI,VEND_Filiale5_01,MINI,NUOVO,2024-03-07,0,115,Showroom,62,1-90,NO,>60000,1511,Mercedes,GLE,84198,SI,MAXIRATA,FIN_AUTO_ONE,48.0,59678,Privato,SI,SI,2221,4789,7010
2025-04-18,2025,PR-25-06598,CL-25-106598,Filiale 7,KIA,VEND_Filiale7_03,KIA,NUOVO,2025-03-21,0,159,Web,18,1-90,NO,>60000,1521,KIA,Ceed,60967,SI,MAXIRATA,FIN_AUTO_ONE,36.0,34753,Privato,SI,NO,2001,2919,4920
2025-09-05,2025,PR-25-06599,CL-25-106599,Filiale 5,MINI,VEND_Filiale5_03,MINI,KM0,2025-05-28,3,2417,Showroom,52,1-90,NO,<=60000,502,MINI,Clubman,49546,NO,,,,0,Privato,SI,NO,1445,1329,2774
2024-11-15,2024,PR-24-05424,CL-24-105424,Filiale 2,BMW,VEND_Filiale2_06,Mercedes,NUOVO,2024-10-15,1,163,Lead,16,1-90,NO,<=60000,581,Mercedes,GLC,54671,SI,MAXIRATA,FIN_AUTO_ONE,36.0,41799,Azienda,SI,NO,1735,2812,4547
2024-10-10,2024,PR-24-05425,CL-24-105425,Filiale 2,BMW,VEND_Filiale2_05,BMW,NUOVO,2024-08-20,1,73,B2B,6,1-90,NO,>60000,872,BMW,Serie 2,61701,SI,FINANZIAMENTO,FIN_AUTO_ONE,60.0,40177,Privato,SI,NO,1985,3157,5142
2024-06-30,2024,PR-24-05426,CL-24-105426,Filiale 5,MINI,VEND_Filiale5_03,MINI,NUOVO,2024-06-30,0,102,Showroom,13,1-90,NO,<=60000,344,MINI,Countryman,29452,NO,,,,0,Azienda,NO,SI,1124,1122,2246
2025-06-04,2025,PR-25-06600,CL-25-106600,Filiale 6,MINI,VEND_Filiale6_02,MINI,NUOVO,2025-04-18,1,2,Showroom,28,1-90,NO,<=60000,176,MINI,Countryman,28244,NO,,,,0,Privato,NO,NO,0,1404,1404
2024-09-11,2024,PR-24-05427,CL-24-105427,Filiale 4,Mercedes,VEND_Filiale4_05,MINI,KM0,2024-07-04,2,1527,Showroom,19,1-90,NO,>60000,1415,Mercedes,Classe B,78858,SI,LEASING,FIN_LEASE_GROUP,36.0,45730,Azienda,SI,SI,2701,1661,4362
2025-01-18,2025,PR-25-06601,CL-25-106601,Filiale 5,MINI,VEND_Filiale5_03,MINI,NUOVO,2024-11-24,1,115,Web,99,90-150,NO,<=60000,464,MINI,Countryman,31438,SI,LEASING,FIN_LEASE_GROUP,48.0,22041,Azienda,SI,NO,1329,1973,3302
2025-01-30,2025,PR-25-06602,CL-25-106602,Filiale 3,Mercedes,VEND_Filiale3_01,Mercedes,NUOVO,2024-12-19,1,77,Showroom,12,1-90,NO,>60000,636,Mercedes,Classe B,106777,SI,RENTING,FIN_MOBILITY,36.0,76261,Privato,SI,SI,2650,4142,6792
2025-04-11,2025,PR-25-06603,CL-25-106603,Filiale 1,BMW,VEND_Filiale1_03,BMW,NUOVO,2025-02-14,1,120,Showroom,65,1-90,NO,<=60000,142,BMW,Serie 1,38259,NO,,,,0,Privato,SI,NO,1358,2635,3993
2024-02-29,2024,PR-24-05428,CL-24-105428,Filiale 6,MINI,VEND_Filiale6_01,MINI,NUOVO,2024-01-20,1,18,B2B,44,1-90,NO,<=60000,280,MINI,Countryman,27591,NO,,,,0,Azienda,SI,NO,937,1353,2290
2025-05-18,2025,PR-25-06604,CL-25-106604,Filiale 3,Mercedes,VEND_Filiale3_04,Mercedes,NUOVO,2025-04-30,0,67,Lead,32,1-90,NO,<=60000,344,Mercedes,Classe A,36537,SI,FINANZIAMENTO,FIN_AUTO_ONE,60.0,26024,Azienda,SI,SI,2601,2202,4803
2024-12-14,2024,PR-24-05429,CL-24-105429,Filiale 6,MINI,VEND_Filiale6_01,MINI,NUOVO,2024-11-26,0,17,B2B,68,1-90,NO,<=60000,597,MINI,Cooper,47112,SI,LEASING,FIN_LEASE_GROUP,60.0,41397,Azienda,SI,SI,2679,1834,4513
2024-05-09,2024,PR-24-05430,CL-24-105430,Filiale 5,MINI,VEND_Filiale5_03,MINI,USATO,2022-10-06,19,15084,Lead,25,1-90,NO,<=60000,88,MINI,Countryman,33258,NO,,,,0,Azienda,SI,SI,1419,3039,4458
2025-08-11,2025,PR-25-06605,CL-25-106605,Filiale 7,KIA,VEND_Filiale7_03,KIA,NUOVO,2025-08-05,0,52,Web,23,1-90,NO,<=60000,534,KIA,Niro,55563,SI,LEASING,FIN_LEASE_GROUP,36.0,45086,Privato,NO,SI,1688,1948,3636
2025-04-16,2025,PR-25-06606,CL-25-106606,Filiale 6,MINI,VEND_Filiale6_03,MINI,USATO,2018-11-05,77,59409,B2B,52,1-90,NO,<=60000,629,MINI,Clubman,34407,NO,,,,0,Privato,NO,NO,46,2994,3040
2024-03-23,2024,PR-24-05431,CL-24-105431,Filiale 3,Mercedes,VEND_Filiale3_03,Mercedes,USATO,2020-07-18,43,47155,Web,109,90-150,NO,>60000,1902,Mercedes,GLA,83385,NO,,,,0,Privato,NO,SI,1024,5228,6252
2024-06-18,2024,PR-24-05432,CL-24-105432,Filiale 4,Mercedes,VEND_Filiale4_02,Mercedes,NUOVO,2024-04-18,1,53,B2B,45,1-90,NO,<=60000,826,Mercedes,GLC,55689,SI,MAXIRATA,FIN_AUTO_ONE,48.0,47786,Privato,SI,SI,2466,2293,4759
2025-08-10,2025,PR-25-06607,CL-25-106607,Filiale 1,BMW,VEND_Filiale1_02,BMW,NUOVO,2025-08-04,0,31,Lead,13,1-90,NO,<=60000,479,BMW,X1,37717,SI,MAXIRATA,FIN_AUTO_ONE,48.0,32737,Privato,NO,SI,1671,1613,3284
2025-12-23,2025,PR-25-06608,CL-25-106608,Filiale 8,KIA,VEND_Filiale8_02,KIA,NUOVO,2025-11-24,0,81,Remarketing,22,1-90,NO,<=60000,21,KIA,Sportage,30649,NO,,,,0,Azienda,SI,SI,1839,1782,3621
2025-01-09,2025,PR-25-06609,CL-25-106609,Filiale 2,BMW,VEND_Filiale2_02,BMW,USATO,2014-08-21,124,133364,Showroom,112,90-150,NO,<=60000,2223,BMW,X5,32611,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,48.0,28388,Privato,SI,NO,2255,208,2463
2025-06-11,2025,PR-25-06610,CL-25-106610,Filiale 8,KIA,VEND_Filiale8_02,KIA,NUOVO,2025-05-24,0,155,B2B,49,1-90,NO,>60000,221,KIA,Niro,68477,NO,,,,0,Privato,NO,SI,1380,3934,5314
2024-02-20,2024,PR-24-05433,CL-24-105433,Filiale 2,BMW,VEND_Filiale2_03,BMW,NUOVO,2024-01-28,0,196,Showroom,28,1-90,NO,<=60000,375,BMW,X5,34173,SI,LEASING,FIN_LEASE_GROUP,48.0,25737,Azienda,SI,SI,2585,1788,4373
2024-12-31,2024,PR-24-05434,CL-24-105434,Filiale 7,KIA,VEND_Filiale7_01,KIA,NUOVO,2024-12-19,0,194,Showroom,10,1-90,NO,<=60000,331,KIA,Stonic,53578,SI,RENTING,FIN_MOBILITY,36.0,44603,Privato,SI,NO,1520,2501,4021
2025-06-26,2025,PR-25-06611,CL-25-106611,Filiale 6,MINI,VEND_Filiale6_02,MINI,USATO,2023-06-20,24,49842,Web,73,1-90,NO,>60000,518,Mercedes,Classe A,62355,SI,FINANZIAMENTO,FIN_AUTO_ONE,36.0,40866,Privato,SI,NO,2412,6625,9037
2024-09-14,2024,PR-24-05435,CL-24-105435,Filiale 6,MINI,VEND_Filiale6_02,MINI,KM0,2024-07-31,1,902,Web,42,1-90,NO,<=60000,1329,MINI,Cooper,50565,SI,RENTING,FIN_MOBILITY,36.0,45037,Privato,NO,SI,1910,1775,3685
2025-12-09,2025,PR-25-06612,CL-25-106612,Filiale 2,BMW,VEND_Filiale2_01,BMW,USATO,2018-01-29,93,81076,Showroom,175,>=150,SI,<=60000,4916,BMW,X1,55444,NO,,,,0,Privato,NO,NO,22,200,222
2024-06-13,2024,PR-24-05436,CL-24-105436,Filiale 4,Mercedes,VEND_Filiale4_02,Mercedes,NUOVO,2024-04-15,1,183,Showroom,20,1-90,NO,<=60000,165,Mercedes,GLA,49511,SI,LEASING,FIN_LEASE_GROUP,48.0,33542,Privato,SI,NO,1197,3190,4387
2024-03-29,2024,PR-24-05437,CL-24-105437,Filiale 3,Mercedes,VEND_Filiale3_04,Mercedes,NUOVO,2024-03-22,0,123,B2B,31,1-90,NO,<=60000,504,MINI,Cooper,41920,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,48.0,35525,Privato,SI,SI,2314,1602,3916
2025-11-20,2025,PR-25-06613,CL-25-106613,Filiale 9,Hyundai,VEND_Filiale9_01,Hyundai,NUOVO,2025-11-17,0,103,Showroom,7,1-90,NO,>60000,1383,Mercedes,GLE,75476,NO,,,,0,Privato,SI,NO,1103,2100,3203
2024-09-05,2024,PR-24-05438,CL-24-105438,Filiale 6,MINI,VEND_Filiale6_02,MINI,KM0,2024-08-01,1,539,Showroom,40,1-90,NO,<=60000,267,MINI,Clubman,30441,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,48.0,21557,Privato,SI,SI,2586,541,3127
2025-05-22,2025,PR-25-06614,CL-25-106614,Filiale 10,Hyundai,VEND_Filiale10_02,MINI,NUOVO,2025-04-08,1,5,Showroom,16,1-90,NO,<=60000,337,MINI,Cooper,23708,NO,,,,0,Privato,SI,NO,1398,751,2149
2025-12-27,2025,PR-25-06615,CL-25-106615,Filiale 3,Mercedes,VEND_Filiale3_02,Mercedes,KM0,2025-10-08,2,1893,Web,199,>=150,SI,>60000,848,Mercedes,Classe C,72917,NO,,,,0,Privato,SI,SI,1458,1509,2967
2024-09-14,2024,PR-24-05439,CL-24-105439,Filiale 2,BMW,VEND_Filiale2_05,BMW,NUOVO,2024-08-18,0,55,Showroom,16,1-90,NO,>60000,812,BMW,Serie 3,71913,SI,FINANZIAMENTO,FIN_AUTO_ONE,60.0,48543,Privato,SI,SI,1734,4602,6336
2025-06-17,2025,PR-25-06616,CL-25-106616,Filiale 2,BMW,VEND_Filiale2_03,BMW,NUOVO,2025-06-13,0,90,Showroom,41,1-90,NO,<=60000,78,BMW,Serie 1,38858,SI,RENTING,FIN_MOBILITY,48.0,30153,Azienda,SI,NO,2199,1766,3965
2025-07-22,2025,PR-25-06617,CL-25-106617,Filiale 7,KIA,VEND_Filiale7_03,KIA,NUOVO,2025-07-04,0,119,Showroom,8,1-90,NO,<=60000,653,KIA,Niro,42100,SI,LEASING,FIN_LEASE_GROUP,60.0,26471,Azienda,SI,SI,1717,1805,3522
2025-03-03,2025,PR-25-06618,CL-25-106618,Filiale 1,BMW,VEND_Filiale1_01,BMW,NUOVO,2025-02-08,0,192,Showroom,58,1-90,NO,>60000,236,BMW,X5,93930,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,72.0,83405,Privato,SI,SI,2743,4341,7084
2024-01-18,2024,PR-24-05440,CL-24-105440,Filiale 8,KIA,VEND_Filiale8_01,KIA,NUOVO,2023-11-18,1,106,B2B,14,1-90,NO,<=60000,182,KIA,Niro,34390,SI,FINANZIAMENTO,FIN_AUTO_ONE,48.0,25660,Privato,NO,SI,1467,2583,4050
2024-07-25,2024,PR-24-05441,CL-24-105441,Filiale 4,Mercedes,VEND_Filiale4_05,MINI,NUOVO,2024-06-29,0,114,Showroom,11,1-90,NO,>60000,187,Mercedes,Classe A,86171,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,60.0,76568,Privato,SI,NO,1154,5671,6825
2025-11-21,2025,PR-25-06619,CL-25-106619,Filiale 2,BMW,VEND_Filiale2_01,BMW,NUOVO,2025-11-17,0,192,Web,23,1-90,NO,>60000,1116,BMW,X5,60629,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,72.0,37172,Privato,SI,NO,1235,2665,3900
2025-12-11,2025,PR-25-06620,CL-25-106620,Filiale 4,Mercedes,VEND_Filiale4_04,Mercedes,NUOVO,2025-11-24,0,11,Showroom,18,1-90,NO,>60000,175,Mercedes,Classe C,96337,NO,,,,0,Privato,SI,NO,1100,5936,7036
2024-06-21,2024,PR-24-05442,CL-24-105442,Filiale 6,MINI,VEND_Filiale6_03,MINI,USATO,2022-11-18,18,10797,Web,50,1-90,NO,<=60000,477,MINI,Clubman,39651,NO,,,,0,Privato,NO,SI,765,2857,3622
2025-11-16,2025,PR-25-06621,CL-25-106621,Filiale 6,MINI,VEND_Filiale6_05,Hyundai,USATO,2024-03-10,20,19566,Web,123,90-150,NO,<=60000,1958,Hyundai,Tucson,28351,NO,,,,0,Privato,NO,SI,900,1208,2108
2025-06-24,2025,PR-25-06622,CL-25-106622,Filiale 1,BMW,VEND_Filiale1_05,BMW,NUOVO,2025-05-25,0,132,Lead,8,1-90,NO,>60000,880,BMW,Serie 2,61015,SI,FINANZIAMENTO,FIN_AUTO_ONE,72.0,34058,Privato,NO,SI,1851,4029,5880
2024-04-19,2024,PR-24-05443,CL-24-105443,Filiale 1,BMW,VEND_Filiale1_08,KIA,NUOVO,2024-03-12,1,159,Showroom,5,1-90,NO,<=60000,991,BMW,Serie 1,56924,SI,FINANZIAMENTO,FIN_AUTO_ONE,72.0,31619,Privato,NO,NO,625,2080,2705
2025-04-03,2025,PR-25-06623,CL-25-106623,Filiale 8,KIA,VEND_Filiale8_02,KIA,NUOVO,2025-04-02,0,99,Web,14,1-90,NO,<=60000,114,KIA,Ceed,33065,NO,,,,0,Azienda,NO,NO,148,1979,2127
2025-07-12,2025,PR-25-06624,CL-25-106624,Filiale 3,Mercedes,VEND_Filiale3_02,Mercedes,NUOVO,2025-06-23,0,114,Showroom,65,1-90,NO,>60000,1391,Mercedes,Classe A,64456,SI,FINANZIAMENTO,FIN_AUTO_ONE,72.0,57011,Privato,SI,NO,1985,1970,3955
2024-09-24,2024,PR-24-05444,CL-24-105444,Filiale 7,KIA,VEND_Filiale7_01,KIA,USATO,2019-10-12,59,79085,Lead,131,90-150,NO,<=60000,3329,KIA,Stonic,39656,NO,,,,0,Privato,SI,NO,988,1029,2017
2025-10-10,2025,PR-25-06625,CL-25-106625,Filiale 4,Mercedes,VEND_Filiale4_02,Mercedes,USATO,2024-01-27,20,22865,Lead,159,>=150,SI,>60000,4927,BMW,Serie 1,80052,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,48.0,53255,Privato,NO,SI,1186,4072,5258
2024-06-15,2024,PR-24-05445,CL-24-105445,Filiale 10,Hyundai,VEND_Filiale10_02,MINI,USATO,2023-07-08,11,10000,Showroom,19,1-90,NO,<=60000,183,Hyundai,i30,26748,SI,FINANZIAMENTO,FIN_AUTO_ONE,48.0,17601,Privato,SI,SI,3105,2822,5927
2024-07-06,2024,PR-24-05446,CL-24-105446,Filiale 8,KIA,VEND_Filiale8_01,KIA,NUOVO,2024-06-22,0,134,Showroom,53,1-90,NO,<=60000,12,KIA,Stonic,48216,SI,LEASING,FIN_LEASE_GROUP,48.0,33179,Privato,NO,SI,1281,2832,4113
2025-09-20,2025,PR-25-06626,CL-25-106626,Filiale 6,MINI,VEND_Filiale6_01,MINI,USATO,2021-06-20,50,65764,Web,145,90-150,NO,<=60000,1342,MINI,Clubman,46196,NO,,,,0,Privato,NO,NO,0,2322,2322
2024-10-17,2024,PR-24-05447,CL-24-105447,Filiale 6,MINI,VEND_Filiale6_02,MINI,NUOVO,2024-10-06,0,13,Web,50,1-90,NO,<=60000,89,MINI,Cooper,34552,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,60.0,20620,Azienda,NO,SI,1155,1876,3031
2025-07-04,2025,PR-25-06627,CL-25-106627,Filiale 1,BMW,VEND_Filiale1_06,BMW,KM0,2025-06-01,1,1776,Remarketing,12,1-90,NO,>60000,2950,BMW,X3,74780,NO,,,,0,Privato,NO,SI,540,221,761
2024-04-06,2024,PR-24-05448,CL-24-105448,Filiale 8,KIA,VEND_Filiale8_03,KIA,KM0,2024-01-28,2,2461,Web,27,1-90,NO,<=60000,1114,KIA,Stonic,56378,SI,FINANZIAMENTO,FIN_AUTO_ONE,72.0,50516,Privato,SI,SI,1880,2330,4210
2024-05-08,2024,PR-24-05449,CL-24-105449,Filiale 9,Hyundai,VEND_Filiale9_02,Hyundai,KM0,2024-01-19,3,3478,Showroom,14,1-90,NO,<=60000,271,Hyundai,i20,29052,NO,,,,0,Privato,NO,SI,1071,1422,2493
2025-11-28,2025,PR-25-06628,CL-25-106628,Filiale 1,BMW,VEND_Filiale1_01,BMW,NUOVO,2025-11-19,0,80,Showroom,21,1-90,NO,>60000,281,BMW,X1,93595,NO,,,,0,Privato,NO,NO,0,4898,4898
2024-03-24,2024,PR-24-05450,CL-24-105450,Filiale 9,Hyundai,VEND_Filiale9_01,Hyundai,NUOVO,2024-03-03,0,133,Lead,10,1-90,NO,<=60000,377,Hyundai,i20,41847,NO,,,,0,Privato,SI,SI,2134,2372,4506
2025-07-17,2025,PR-25-06629,CL-25-106629,Filiale 2,BMW,VEND_Filiale2_07,Hyundai,NUOVO,2025-07-01,0,11,Lead,46,1-90,NO,<=60000,280,BMW,X1,50722,SI,LEASING,FIN_LEASE_GROUP,48.0,29334,Azienda,SI,NO,1637,3255,4892
2025-10-17,2025,PR-25-06630,CL-25-106630,Filiale 2,BMW,VEND_Filiale2_01,BMW,NUOVO,2025-09-30,0,4,Showroom,28,1-90,NO,>60000,293,BMW,X5,64514,NO,,,,0,Privato,NO,NO,0,3064,3064
2025-06-21,2025,PR-25-06631,CL-25-106631,Filiale 2,BMW,VEND_Filiale2_07,Hyundai,USATO,2023-04-15,25,37197,B2B,150,>=150,SI,<=60000,2277,Hyundai,Kona,46461,NO,,,,0,Azienda,NO,NO,0,1633,1633
2024-05-26,2024,PR-24-05451,CL-24-105451,Filiale 1,BMW,VEND_Filiale1_04,BMW,KM0,2024-02-08,3,1919,Web,58,1-90,NO,<=60000,1065,MINI,Clubman,31062,SI,FINANZIAMENTO,FIN_AUTO_ONE,36.0,17909,Privato,SI,NO,1672,783,2455
2025-02-02,2025,PR-25-06632,CL-25-106632,Filiale 1,BMW,VEND_Filiale1_06,BMW,NUOVO,2025-01-16,0,60,Showroom,3,1-90,NO,<=60000,129,BMW,Serie 1,35926,NO,,,,0,Privato,SI,NO,626,1817,2443
2024-06-18,2024,PR-24-05452,CL-24-105452,Filiale 2,BMW,VEND_Filiale2_01,BMW,NUOVO,2024-05-25,0,157,Showroom,20,1-90,NO,>60000,1382,BMW,X5,67179,SI,LEASING,FIN_LEASE_GROUP,60.0,42012,Azienda,SI,SI,2069,2757,4826
2025-12-18,2025,PR-25-06633,CL-25-106633,Filiale 2,BMW,VEND_Filiale2_06,Mercedes,NUOVO,2025-11-23,0,72,Showroom,24,1-90,NO,>60000,723,Mercedes,Classe C,92979,SI,FINANZIAMENTO,FIN_AUTO_ONE,48.0,66407,Azienda,SI,NO,2195,5763,7958
2024-11-23,2024,PR-24-05453,CL-24-105453,Filiale 5,MINI,VEND_Filiale5_03,MINI,NUOVO,2024-11-10,0,128,Showroom,20,1-90,NO,<=60000,510,MINI,Cooper S,38164,SI,MAXIRATA,FIN_AUTO_ONE,48.0,31259,Privato,NO,SI,1524,1107,2631
2025-11-01,2025,PR-25-06634,CL-25-106634,Filiale 9,Hyundai,VEND_Filiale9_02,Hyundai,NUOVO,2025-09-10,1,161,Showroom,22,1-90,NO,>60000,854,KIA,Stonic,60193,NO,,,,0,Privato,NO,SI,588,1666,2254
2025-07-29,2025,PR-25-06635,CL-25-106635,Filiale 4,Mercedes,VEND_Filiale4_05,MINI,NUOVO,2025-07-20,0,72,Showroom,23,1-90,NO,>60000,1237,Mercedes,GLE,74562,NO,,,,0,Privato,SI,SI,2025,4568,6593
2025-12-11,2025,PR-25-06636,CL-25-106636,Filiale 8,KIA,VEND_Filiale8_03,KIA,NUOVO,2025-10-16,1,138,Showroom,7,1-90,NO,<=60000,379,KIA,Ceed,38762,NO,,,,0,Privato,NO,NO,0,1030,1030
2024-07-16,2024,PR-24-05454,CL-24-105454,Filiale 1,BMW,VEND_Filiale1_01,BMW,USATO,2011-03-05,160,159439,Showroom,28,1-90,NO,>60000,2891,BMW,Serie 1,79244,NO,,,,0,Privato,SI,NO,1268,6026,7294
